Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.54,0,0,25.97
,Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
70051.18,1634,187,23.80
70056.26,1534,172,23.80
70061.33,1476,163,23.80
70066.40,1465,162,23.80
70071.48,2263,283,23.80
70076.55,2058,252,23.80
70081.62,1717,200,24.20
70086.70,1644,189,23.80
70091.77,1588,180,24.20
70096.84,1524,171,23.80
70101.91,1574,178,23.80
70106.98,1499,167,23.80
70112.05,1465,162,24.20
70117.13,1415,154,23.80
70122.20,1405,153,23.80
70127.27,1397,151,23.80
70132.34,1375,148,23.80
70137.42,1366,147,23.80
70142.49,1345,143,24.20
70147.56,1345,143,24.20
70152.64,1338,142,24.20
70157.71,1305,137,24.20
70162.79,1315,139,24.20
70167.86,1315,139,24.20
70172.93,1315,139,24.20
70178.01,1613,184,24.20
70183.08,1671,193,24.20
70188.15,1524,171,24.20
70193.23,1905,229,24.20
70198.30,2058,252,24.20
70203.37,1717,200,24.20
70208.45,1634,187,24.20
70213.52,1524,171,24.20
70218.59,1509,168,24.20
70223.66,1465,162,24.20
70228.73,1455,160,24.20
70233.80,1405,153,24.20
70238.88,1397,151,23.80
70243.95,1397,151,24.20
70249.02,1524,171,24.20
70254.09,1415,154,23.80
70259.16,1499,167,23.80
70264.23,1437,157,23.80
70269.31,1405,153,23.80
70274.38,1385,150,23.80
70279.45,1366,147,23.80
70284.52,1366,147,23.80
70289.60,1375,148,23.80
70294.67,1375,148,23.80
70299.74,1345,143,23.80
70304.82,1385,150,23.80
70309.90,1375,148,23.80
70314.97,1366,147,23.80
70320.04,1405,153,23.80
70325.11,1397,151,24.20
70330.19,1736,203,23.80
70335.26,1465,162,23.80
70340.33,2027,247,23.80
70345.40,2078,255,23.80
70350.47,2174,270,23.80
70355.55,1701,198,23.80
70360.62,1717,200,23.80
70365.69,1550,175,23.80
70370.76,1534,172,23.28
70375.83,1488,165,23.80
70380.91,1488,165,23.28
70385.98,1455,160,23.28
70391.05,2174,270,23.28
70396.12,1956,237,23.28
70401.20,2242,280,23.80
70406.34,4266,588,23.80
70411.41,4564,634,23.80
70416.48,3430,461,24.20
70421.55,2598,334,24.20
70426.63,2471,315,24.20
70431.70,2242,280,24.20
70436.77,3134,416,24.20
70441.84,2576,331,24.20
70446.91,2216,276,24.20
70451.98,2282,286,24.20
70457.05,2625,338,24.20
70462.13,4431,614,24.20
70467.21,2652,343,24.20
70472.28,2174,270,24.20
70477.35,2058,252,24.20
70482.43,3607,488,24.20
70487.50,3394,456,24.20
70492.57,2625,338,24.20
70497.64,2242,280,24.20
70502.73,3349,449,24.60
70507.80,4372,605,24.60
70512.87,4688,653,24.60
70517.95,5750,815,24.60
70523.02,3691,501,24.60
70528.09,2683,347,24.60
70533.16,2324,293,24.60
70538.23,2216,276,24.60
70543.30,2134,264,24.60
70548.38,2027,247,24.20
70553.45,1975,239,24.20
70558.52,1940,234,24.60
70563.59,1922,231,24.60
70568.66,2158,267,24.20
70573.74,2520,322,24.20
70578.81,2197,273,24.20
70583.88,2263,283,24.20
70588.95,1940,234,24.20
70594.03,1841,219,24.20
70599.10,1790,211,24.20
70604.17,1736,203,24.20
70609.24,1701,198,24.20
70614.32,1671,193,24.20
70619.40,1634,187,24.20
70624.47,1618,185,24.20
70629.54,1613,184,24.20
70634.62,1574,178,24.20
70639.69,1574,178,24.20
70644.76,1562,177,24.20
70649.83,1550,175,23.80
70654.90,1662,192,23.80
70659.98,1562,177,23.80
70665.05,1524,171,23.80
70670.12,1524,171,23.80
70675.19,1509,168,23.80
70680.27,1662,192,23.80
70685.34,1701,198,23.80
70690.41,1736,203,23.80
70695.48,2114,261,23.80
70700.55,1905,229,23.80
70705.63,1746,205,23.80
70710.70,1689,196,23.80
70715.77,1634,187,23.80
70720.84,1994,242,23.80
70725.91,2078,255,23.80
70730.98,1777,209,23.80
70736.05,1689,196,23.80
70741.13,1644,189,23.80
70746.20,1618,185,23.80
70751.27,1717,200,23.80
70756.34,1671,193,24.20
70761.42,4752,663,24.20
70766.49,2324,293,24.20
70771.57,2825,369,24.20
70776.64,2015,246,24.20
70781.71,1905,229,24.20
70786.78,1890,226,23.80
70791.86,1811,214,23.80
70796.93,2324,293,24.20
70802.00,2394,303,24.20
70807.07,3787,515,24.20
70812.15,5499,776,24.20
70817.22,3268,436,24.20
70822.30,5414,763,24.20
70827.37,6647,951,24.60
70832.44,3209,427,24.20
70837.52,3101,411,24.20
70842.59,3787,515,24.20
70847.66,6038,858,24.60
70852.73,3476,468,24.60
70857.80,2625,338,24.60
70862.88,2369,299,24.60
70867.95,2216,276,24.60
70873.02,2058,252,24.60
70878.09,2890,379,24.60
70883.16,6350,906,24.60
70888.23,4154,571,24.60
70893.31,2520,322,24.60
70898.38,2324,293,24.60
70903.45,2263,283,24.60
70908.52,2242,280,24.20
70913.59,2739,356,24.20
70918.68,4963,695,24.60
70923.75,7992,1156,24.60
70928.82,7992,1156,24.60
70933.90,7992,1156,24.60
70938.97,7992,1156,25.00
70944.04,7992,1156,25.00
70949.11,7992,1156,25.00
70954.19,6454,922,25.00
70959.26,7250,1043,25.00
70964.33,4564,634,25.41
70969.41,3512,474,25.00
70974.48,3023,399,25.00
70979.55,2961,390,25.00
70984.62,3476,468,25.00
70989.70,2739,356,24.60
70994.77,3064,405,24.60
70999.84,2520,322,24.60
71004.91,2263,283,24.60
71009.98,2158,267,24.60
71015.05,3023,399,24.60
71020.13,3607,488,25.00
71025.20,5860,831,25.00
71030.27,3430,461,25.00
71035.35,3134,416,25.00
71040.42,2598,334,24.60
71045.49,2242,280,24.60
71050.56,2078,255,24.20
71055.64,1975,239,24.60
71060.71,1905,229,24.60
71065.78,1841,219,24.60
71070.86,2497,319,24.60
71075.94,2765,360,24.60
71081.01,2961,390,24.60
71086.08,2027,247,24.60
71091.15,1841,219,24.60
71096.23,1736,203,24.20
71101.30,1994,242,24.20
71106.37,2197,273,24.20
71111.45,1905,229,24.20
71116.52,1762,207,24.20
71121.59,6134,873,24.20
71126.66,6869,985,24.20
71131.73,7992,1156,24.60
71136.80,5110,717,24.60
71141.88,7992,1156,24.60
71146.95,7992,1156,25.00
71152.02,6869,985,25.00
71157.09,6536,934,25.00
71162.17,7992,1156,25.00
71167.24,3691,501,25.00
71172.31,3979,545,25.00
71177.38,6038,858,25.00
71182.46,7490,1080,25.00
71187.53,4266,588,25.00
71192.60,3314,443,25.00
71197.67,2765,360,25.00
71202.75,6536,934,25.00
71207.82,7992,1156,25.00
71212.89,4504,625,25.00
71217.97,3476,468,25.00
71223.04,4816,672,25.00
71228.12,7992,1156,25.00
71233.19,6454,922,25.00
71238.27,7250,1043,25.41
71243.34,7992,1156,25.41
71248.41,3741,508,25.41
71253.48,3930,537,25.41
71258.55,2825,369,25.00
71263.63,2471,315,24.60
71268.70,2324,293,24.60
71273.77,2216,276,24.60
71278.84,2242,280,24.60
71283.91,2282,286,24.60
71288.99,2576,331,24.60
71294.06,3930,537,24.60
71299.13,3101,411,24.60
71304.20,2711,352,24.60
71309.28,2801,365,24.60
71314.35,2520,322,24.60
71319.42,2078,255,24.60
71324.49,1890,226,24.60
71329.57,1822,216,24.60
71334.64,1746,205,24.60
71339.72,1717,200,24.60
71344.79,1671,193,24.60
71349.86,1618,185,24.60
71354.93,1588,180,24.60
71360.01,1574,178,24.60
71365.08,1940,234,24.60
71370.15,1634,187,24.60
71375.22,1671,193,24.60
71380.30,1574,178,24.60
71385.37,1499,167,24.20
71390.45,1465,162,24.60
71395.52,1509,168,24.60
71400.59,1588,180,24.60
71405.66,1488,165,24.60
71410.73,1465,162,24.60
71415.80,1854,221,24.60
71420.88,1975,239,24.60
71425.95,2449,312,24.60
71431.02,2739,356,24.60
71436.17,2825,369,24.60
71441.24,2890,379,24.60
71446.31,2471,315,24.60
71451.38,3237,432,24.60
71456.45,5499,776,24.60
71461.53,4086,561,24.60
71466.60,3064,405,24.60
71471.67,2497,319,24.60
71476.74,2992,394,24.60
71481.81,3555,480,24.60
71486.88,6350,906,24.60
71491.95,7992,1156,24.60
71497.02,7992,1156,25.00
71502.09,7992,1156,25.00
71507.17,4897,685,25.00
71512.24,3430,461,25.00
71517.31,2992,394,25.00
71522.38,2961,390,25.00
71527.45,2497,319,25.00
71532.52,2282,286,24.60
71537.61,2158,267,25.00
71542.68,2576,331,25.00
71547.75,3691,501,25.00
71552.83,2324,293,25.00
71557.90,3176,422,25.00
71562.97,4564,634,24.60
71568.05,6984,1003,25.00
71573.12,7768,1122,25.00
71578.19,7992,1156,25.00
71583.26,7992,1156,25.41
71588.41,4564,634,25.41
71593.48,3394,456,25.00
71598.55,4210,580,25.41
71603.62,7992,1156,25.41
71608.69,7992,1156,25.41
71613.77,6984,1003,25.41
71618.84,4963,695,25.41
71623.91,4816,672,25.41
71628.98,5030,705,25.41
71634.05,3930,537,25.41
71639.12,4154,571,25.41
71644.20,6647,951,25.41
71649.27,4816,672,25.41
71654.34,3787,515,25.41
71659.41,5182,728,25.41
71664.48,7626,1100,25.41
71669.55,3691,501,25.41
71674.62,5030,705,25.41
71679.70,6757,968,25.41
71684.77,5750,815,25.82
71689.84,3979,545,25.41
71694.91,3607,488,25.41
71699.98,6350,906,25.41
71705.05,7992,1156,25.41
71710.13,7992,1156,25.82
71715.20,7992,1156,25.82
71720.27,7992,1156,25.82
71725.34,7992,1156,25.82
71730.41,7768,1122,25.82
71735.48,5262,740,25.82
71740.56,3645,494,25.82
71745.63,4154,571,25.82
71750.70,4266,588,25.82
71755.77,3349,449,25.82
71760.84,2929,385,25.82
71765.92,2497,319,25.82
71770.99,2471,315,25.41
71776.06,2263,283,25.41
71781.13,2096,258,25.41
71786.20,2015,246,25.41
71791.27,1940,234,25.41
71796.35,1870,223,25.41
71801.42,1777,209,25.00
71806.49,2027,247,25.00
71811.56,1746,205,25.00
71816.63,1671,193,25.00
71821.70,1634,187,25.00
71826.77,2263,283,25.00
71831.85,2282,286,25.00
71836.92,1717,200,24.60
71841.99,1671,193,24.60
71847.07,1613,184,24.60
71852.15,1562,177,24.60
71857.22,1509,168,24.60
71862.29,1465,162,24.60
71867.36,1428,156,24.60
71872.43,1415,154,24.60
71877.50,1385,150,24.60
71882.57,1353,145,24.60
71887.65,1353,145,24.60
71892.72,1811,214,24.60
71897.79,1717,200,25.00
71902.86,1465,162,24.60
71907.93,1405,153,24.60
71913.00,1366,147,24.60
71918.07,1588,180,24.60
71923.15,1975,239,24.60
71928.22,2711,352,24.60
71933.29,1994,242,24.60
71938.36,5860,831,24.60
71943.43,4816,672,24.60
71948.51,2324,293,24.60
71953.58,1940,234,24.60
71958.65,1841,219,24.60
71963.72,1762,207,24.60
71968.79,1689,196,24.60
71973.86,1634,187,24.60
71978.94,1600,182,24.60
71984.01,1550,175,24.60
71989.08,1509,168,24.20
71994.15,1476,163,24.20
71999.23,1455,160,24.20
72004.30,1428,156,24.20
72009.37,1613,184,24.20
72014.44,1488,165,24.20
72019.52,1415,154,24.20
72024.59,1499,167,24.20
72029.66,1428,156,24.20
72034.73,1397,151,24.20
72039.80,1353,145,24.20
72044.87,1975,239,24.20
72049.94,1689,196,24.20
72055.02,1975,239,24.20
72060.09,2961,390,24.20
72065.16,4897,685,24.20
72070.23,3787,515,24.60
72075.30,2992,394,24.60
72080.38,3787,515,24.60
72085.45,3209,427,24.60
72090.52,3176,422,24.60
72095.59,3064,405,24.60
72100.66,5182,728,24.60
72105.73,3645,494,24.60
72110.80,4621,643,24.60
72115.88,4319,597,24.60
72120.95,4431,614,24.60
72126.02,2765,360,24.60
72131.09,2711,352,24.60
72136.16,2598,334,24.60
72141.23,2324,293,24.60
72146.30,2096,258,24.60
72151.38,1940,234,24.60
72156.45,1890,226,24.60
72161.52,2497,319,24.60
72166.60,2134,264,24.60
72171.67,2449,312,24.60
72176.74,6757,968,24.60
72181.81,5663,801,24.60
72186.88,7992,1156,25.00
72191.95,4037,554,25.00
72197.03,3691,501,25.00
72202.10,2471,315,25.00
72207.17,2282,286,24.60
72212.24,2096,258,24.60
72217.31,2015,246,24.60
72222.38,1940,234,24.60
72227.45,1854,221,24.60
72232.53,1822,216,24.60
72237.60,1790,211,24.60
72242.67,1736,203,24.60
72247.74,2096,258,24.60
72252.81,3691,501,24.60
72257.89,4154,571,24.60
72262.96,2801,365,24.60
72268.03,3237,432,24.60
72273.10,2216,276,24.60
72278.18,1956,237,24.60
72283.25,1975,239,24.60
72288.32,1841,219,24.60
72293.39,1762,207,24.60
72298.46,1701,198,24.60
72303.53,1671,193,24.20
72308.61,2174,270,24.20
72313.69,2242,280,24.60
72318.76,2263,283,24.60
72323.83,2096,258,24.60
72328.90,2711,352,24.60
72333.97,2576,331,24.60
72339.04,2711,352,24.20
72344.11,2114,261,24.20
72349.19,2114,261,24.20
72354.26,1956,237,24.20
72359.33,1890,226,24.20
72364.40,2158,267,24.20
72369.48,1841,219,24.20
72374.55,1940,234,24.20
72379.62,1975,239,24.20
72384.69,1701,198,24.20
72389.76,1736,203,24.20
72394.83,2801,365,24.20
72399.90,2096,258,24.20
72404.98,1870,223,24.20
72410.05,2282,286,24.20
72415.12,4431,614,24.20
72420.19,3930,537,24.60
72425.26,5353,754,24.60
72430.33,4688,653,24.60
72435.41,2929,385,24.60
72440.48,2801,365,24.60
72445.55,6454,922,24.60
72450.62,7992,1156,24.60
72455.69,7907,1143,25.00
72460.77,6757,968,25.00
72465.84,7992,1156,25.00
72470.91,5030,705,25.00
72475.98,3476,468,25.00
72481.05,2825,369,25.00
72486.13,2541,326,24.60
72491.20,2449,312,24.60
72496.27,2282,286,24.60
72501.34,2263,283,24.60
72506.41,2114,261,24.60
72511.48,2058,252,24.60
72516.56,1956,237,25.00
72521.63,1940,234,24.60
72526.70,2625,338,25.00
72531.77,7992,1156,25.00
72536.84,7992,1156,25.00
72541.92,4963,695,25.00
72546.99,3237,432,25.00
72552.06,3476,468,25.00
72557.13,3176,422,25.00
72562.20,5030,705,25.00
72567.27,5110,717,25.00
72572.35,7992,1156,25.00
72577.42,6984,1003,25.41
72582.49,5110,717,25.41
72587.56,3314,443,25.41
72592.63,2683,347,25.00
72597.70,2394,303,25.00
72602.78,2216,276,25.00
72607.85,2174,270,25.00
72612.93,2598,334,25.00
72618.00,2497,319,25.00
72623.07,2114,261,25.00
72628.14,1956,237,24.60
72633.21,2416,307,24.60
72638.28,1854,221,24.60
72643.36,1854,221,24.60
72648.43,1746,205,24.60
72653.50,1746,205,24.60
72658.57,2324,293,24.60
72663.64,2174,270,24.60
72668.71,1777,209,24.20
72673.79,1644,189,24.20
72678.86,1600,182,24.20
72683.93,1562,177,24.20
72689.00,1550,175,24.20
72694.07,2015,246,24.20
72699.15,1922,231,24.20
72704.22,1762,207,24.20
72709.29,1613,184,24.20
72714.36,1534,172,24.20
72719.43,1613,184,24.20
72724.50,1524,171,24.20
72729.57,1509,168,24.20
72734.65,1717,200,24.20
72739.72,1736,203,24.20
72744.79,1762,207,24.20
72749.86,1736,203,24.20
72754.93,2369,299,24.20
72760.00,1940,234,24.20
72765.07,2216,276,24.20
72770.16,2598,334,24.20
72775.23,2058,252,24.20
72780.30,1777,209,24.20
72785.37,1671,193,24.20
72790.45,1736,203,24.20
72795.52,2263,283,24.20
72800.59,2576,331,24.20
72805.66,1811,214,24.20
72810.73,1689,196,24.20
72815.80,1746,205,24.20
72820.88,2739,356,24.20
72825.95,2058,252,24.20
72831.02,1940,234,24.20
72836.09,1717,200,24.20
72841.16,1644,189,24.20
72846.23,1634,187,24.20
72851.30,2263,283,24.20
72856.38,2096,258,24.20
72861.45,3691,501,24.60
72866.52,2801,365,24.20
72871.59,2652,343,24.60
72876.66,3555,480,24.60
72881.73,3314,443,24.60
72886.80,6350,906,24.60
72891.88,7992,1156,24.60
72896.95,7992,1156,25.00
72902.02,7992,1156,25.00
72907.09,7626,1100,25.00
72912.16,7992,1156,25.00
72917.23,7992,1156,25.41
72922.31,7992,1156,25.41
72927.38,7992,1156,25.41
72932.45,5860,831,25.41
72937.52,4621,643,25.41
72942.60,6647,951,25.41
72947.67,7992,1156,25.41
72952.74,7992,1156,25.41
72957.81,7992,1156,25.82
72962.88,7992,1156,25.82
72967.95,7992,1156,25.82
72973.02,7250,1043,25.82
72978.10,7992,1156,25.82
72983.17,7992,1156,25.82
72988.24,7992,1156,25.82
72993.32,7992,1156,25.82
72998.39,7992,1156,26.24
73003.46,7992,1156,26.24
73008.53,6454,922,26.24
73013.60,7992,1156,26.24
73018.67,7992,1156,26.24
73023.75,7992,1156,26.24
73028.82,7992,1156,26.24
73033.89,7992,1156,26.80
73038.96,7992,1156,26.80
73044.03,7992,1156,26.80
73049.11,7992,1156,26.80
73054.18,7992,1156,26.80
73059.25,7992,1156,26.80
73064.32,7992,1156,27.23
73069.39,7992,1156,27.23
73074.46,7992,1156,27.23
73079.54,6249,891,27.23
73084.62,4210,580,26.80
73089.69,4319,597,26.80
73094.76,6134,873,26.80
73099.83,6984,1003,26.80
73104.91,7626,1100,26.80
73109.98,6249,891,26.80
73115.05,6134,873,26.80
73120.12,3741,508,26.80
73125.19,4431,614,26.80
73130.27,5951,845,26.80
73135.34,4372,605,26.80
73140.41,6249,891,26.80
73145.48,5587,790,26.80
73150.55,7992,1156,26.80
73155.62,7992,1156,26.80
73160.70,7992,1156,26.80
73165.77,7992,1156,26.80
73170.84,7992,1156,26.80
73175.91,7992,1156,27.23
73180.98,7992,1156,27.23
73186.05,7992,1156,27.23
73191.13,7992,1156,27.23
73196.20,7992,1156,27.23
73201.27,7992,1156,27.23
73206.34,7369,1061,27.23
73211.41,5353,754,27.23
73216.48,3787,515,27.23
73221.55,5663,801,27.23
73226.63,5750,815,27.23
73231.70,7992,1156,27.23
73236.77,6984,1003,27.23
73241.85,7992,1156,27.23
73246.92,7992,1156,27.23
73251.99,4154,571,26.80
73257.06,3979,545,26.80
73262.13,6249,891,26.80
73267.20,4154,571,26.80
73272.28,6757,968,26.80
73277.35,7112,1022,26.80
73282.42,6038,858,26.80
73287.50,7907,1143,26.80
73292.57,7992,1156,26.80
73297.64,7992,1156,26.80
73302.71,6647,951,26.80
73307.78,6984,1003,26.80
73312.86,7992,1156,26.80
73317.93,7992,1156,27.23
73323.00,7992,1156,27.23
73328.07,7992,1156,27.23
73333.14,7992,1156,27.23
73338.22,6536,934,27.23
73343.29,5353,754,27.23
73348.36,4963,695,26.80
73353.43,4319,597,26.80
73358.50,5499,776,26.80
73363.57,3787,515,26.80
73368.65,3741,508,26.80
73373.72,5951,845,26.80
73378.79,5587,790,26.80
73383.87,7992,1156,26.80
73388.95,7992,1156,26.80
73394.02,7992,1156,26.80
73399.09,7992,1156,26.80
73404.16,7626,1100,26.80
73409.23,4086,561,26.80
73414.30,3645,494,26.80
73419.38,3101,411,26.80
73424.45,6249,891,26.80
73429.52,4688,653,26.80
73434.59,3209,427,26.80
73439.66,3835,523,26.80
73444.73,7369,1061,26.80
73449.80,7992,1156,26.80
73454.88,7992,1156,26.80
73459.95,7992,1156,26.80
73465.02,7992,1156,27.23
73470.09,7250,1043,27.23
73475.16,5499,776,26.80
73480.23,7992,1156,27.23
73485.30,7992,1156,27.23
73490.38,7992,1156,27.23
73495.45,7626,1100,27.23
73500.52,4621,643,27.23
73505.59,3930,537,27.23
73510.66,3064,405,26.80
73515.74,3883,530,26.80
73520.81,7768,1122,26.80
73525.88,7992,1156,26.80
73530.95,4816,672,27.23
73536.03,5030,705,27.23
73541.10,7992,1156,27.23
73546.17,7992,1156,27.23
73551.24,4688,653,27.23
73556.32,3555,480,26.80
73561.39,2961,390,26.80
73566.46,3512,474,26.80
73571.53,3268,436,26.80
73576.60,3176,422,26.80
73581.67,3476,468,26.80
73586.75,5414,763,26.80
73591.82,5663,801,26.80
73596.89,6249,891,26.80
73601.97,7992,1156,26.80
73607.04,7992,1156,26.80
73612.11,5414,763,26.80
73617.18,4086,561,26.80
73622.25,5860,831,26.80
73627.32,7992,1156,26.80
73632.40,7992,1156,27.23
73637.47,7992,1156,27.23
73642.54,7992,1156,27.23
73647.61,7992,1156,27.23
73652.68,7992,1156,27.23
73657.75,7992,1156,27.23
73662.83,7992,1156,27.23
73667.90,3979,545,27.23
73672.97,6350,906,27.23
73678.04,4963,695,26.80
73683.11,6134,873,26.80
73688.19,7992,1156,26.80
73693.27,7992,1156,27.23
73698.34,6134,873,27.23
73703.41,4037,554,27.23
73708.48,5663,801,26.80
73713.55,5262,740,26.80
73718.63,7112,1022,26.80
73723.70,6536,934,26.80
73728.77,3645,494,26.80
73733.84,2961,390,26.80
73738.91,3883,530,26.80
73743.98,3134,416,26.24
73749.05,2520,322,26.24
73754.13,2351,297,26.24
73759.20,2242,280,25.82
73764.27,2114,261,25.82
73769.34,2015,246,25.82
73774.41,1922,231,25.82
73779.48,2027,247,25.82
73784.55,2652,343,25.82
73789.63,2096,258,25.41
73794.70,1841,219,25.41
73799.78,1762,207,25.41
73804.85,1662,192,25.41
73809.92,1613,184,25.41
73815.00,1562,177,25.41
73820.07,1509,168,25.41
73825.14,1922,231,25.41
73830.21,2825,369,25.41
73835.28,1854,221,25.41
73840.36,1701,198,25.41
73845.44,1613,184,25.41
73850.51,1562,177,25.41
73855.58,1890,226,25.41
73860.66,3314,443,25.41
73865.73,2520,322,25.82
73870.80,3268,436,25.82
73875.95,2174,270,25.82
73881.02,1811,214,25.41
73886.09,1736,203,25.41
73891.16,1662,192,25.41
73896.23,1746,205,25.41
73901.30,1644,189,25.41
73906.38,1562,177,25.41
73911.45,1524,171,25.41
73916.52,1488,165,25.41
73921.59,1524,171,25.41
73926.66,1465,162,25.00
73931.73,1405,153,25.00
73936.80,1397,151,25.00
73941.88,1415,154,25.00
73946.95,1662,192,25.00
73952.02,1534,172,24.60
73957.09,1534,172,24.60
73962.16,2394,303,24.60
73967.23,2242,280,24.60
73972.30,5110,717,25.00
73977.38,2158,267,24.60
73982.45,2324,293,24.60
73987.52,1870,223,24.60
73992.59,1777,209,24.60
73997.67,2015,246,24.60
74002.74,3787,515,25.00
74007.82,7626,1100,25.00
74012.89,6134,873,25.00
74017.96,6249,891,25.00
74023.03,5110,717,25.41
74028.10,3209,427,25.41
74033.17,3237,432,25.41
74038.41,3101,411,25.41
74043.73,2801,365,25.41
74049.02,2394,303,25.41
74054.22,4319,597,25.41
74059.29,6647,951,25.41
74064.36,3314,443,25.41
74069.43,3930,537,25.41
74074.51,3134,416,25.41
74079.58,2416,307,25.41
74084.65,3930,537,25.41
74089.72,6984,1003,25.41
74094.79,6869,985,25.41
74099.86,5110,717,25.41
74104.93,7992,1156,25.82
74110.01,7992,1156,25.82
74115.08,7992,1156,25.82
74120.15,7992,1156,26.24
74125.22,7992,1156,26.24
74130.30,7992,1156,26.24
74135.37,7992,1156,26.24
74140.44,7992,1156,26.24
74145.51,7992,1156,26.80
74150.58,7992,1156,26.80
74155.65,5353,754,26.80
74160.72,3979,545,26.80
74165.80,3314,443,26.24
74170.87,3064,405,26.24
74175.94,2860,374,26.24
74181.01,5182,728,26.24
74186.08,7992,1156,26.24
74191.15,4621,643,26.24
74196.23,6249,891,26.24
74201.30,7992,1156,26.24
74206.37,7992,1156,26.24
74211.45,4752,663,26.24
74216.52,5262,740,26.24
74221.59,6869,985,26.24
74226.66,7992,1156,26.24
74231.73,4688,653,26.24
74236.80,3209,427,26.24
74241.88,2825,369,26.24
74246.95,2711,352,26.24
74252.02,2520,322,25.82
74257.09,2497,319,25.82
74262.16,2992,394,25.82
74267.23,5499,776,25.82
74272.30,7992,1156,25.82
74277.38,7992,1156,26.24
74282.45,5353,754,26.24
74287.52,3394,456,25.82
74292.59,2961,390,25.82
74297.66,5182,728,25.82
74302.73,3023,399,25.82
74307.81,3209,427,25.82
74312.88,3691,501,25.82
74317.95,3883,530,25.82
74323.02,2625,338,25.82
74328.10,2282,286,25.82
74333.17,2158,267,25.41
74338.24,2058,252,25.41
74343.31,3607,488,25.82
74348.38,4897,685,25.82
74353.46,7992,1156,25.82
74358.53,7992,1156,25.82
74363.61,4752,663,26.24
74368.68,7992,1156,26.24
74373.75,4086,561,26.24
74378.82,5182,728,26.24
74383.90,3349,449,25.82
74388.97,6038,858,25.82
74394.04,7992,1156,26.24
74399.11,7992,1156,26.24
74404.18,6647,951,26.24
74409.25,7992,1156,26.24
74414.32,7992,1156,26.24
74419.40,7992,1156,26.80
74424.47,7992,1156,26.80
74429.54,7992,1156,26.80
74434.62,7250,1043,26.80
74439.69,7992,1156,26.80
74444.76,7992,1156,26.80
74449.83,7992,1156,26.80
74454.90,6536,934,26.80
74459.97,5951,845,26.80
74465.05,6038,858,26.80
74470.12,7369,1061,26.80
74475.19,6454,922,26.80
74480.26,7992,1156,26.80
74485.33,7992,1156,26.80
74490.40,7992,1156,26.80
74495.48,6134,873,26.80
74500.55,7992,1156,26.80
74505.62,7992,1156,26.80
74510.69,6757,968,26.80
74515.76,7112,1022,27.23
74520.84,7992,1156,27.23
74525.91,7992,1156,27.23
74530.98,7992,1156,27.23
74536.05,6134,873,27.23
